Year,Country,Country (Code),Attribute,Sector (NACE rev. 2),Value
2016,Estonia,EE,Number of persons employed,Bio-based textile,1079.202122
2016,Estonia,EE,Number of persons employed,Bio-based textiles,3301.551776
2016,Estonia,EE,Number of persons employed,Bio-based wearing apparel,1744.05394
2016,Estonia,EE,Number of persons employed,Biodiesel,0
2016,Estonia,EE,Number of persons employed,Bioeconomy,66022.17211
2016,Estonia,EE,Number of persons employed,Bioethanol,5.31716891
2016,Estonia,EE,Number of persons employed,Fishing and Aquaculture,700
2016,Estonia,EE,Number of persons employed,Food,13418
2016,Estonia,EE,Number of persons employed,"Food, beverage and tobacco",14984
2016,Estonia,EE,Number of persons employed,Forestry,6050
2016,Estonia,EE,Number of persons employed,Leather,478.2957136
2016,Estonia,EE,Number of persons employed,Liquid biofuels,5.31716891
2016,Estonia,EE,Number of persons employed,Paper,865.75
2016,Estonia,EE,Number of persons employed,Rubber and bio-based plastics,96.12336366
2016,Estonia,EE,Number of persons employed,Total sectors,644600
2016,Estonia,EE,Number of persons employed,Wood products,17179.92706
2016,Estonia,EE,Number of persons employed,Wood products and furniture,22696.37719
2016,Estonia,EE,Number of persons employed,Wooden furniture,5516.450132
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Agriculture,9312120
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Beverage,380000
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based chemicals (excluding biofuels),81894.3428
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",390717.7805
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based electricity,21916.42579
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based pharmaceuticals,259865.0519
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based textile,190865.4844
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based textiles,697789.609
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based wearing apparel,319739.0189
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Biodiesel,12664.14716
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bioeconomy,17377944.28
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bioethanol,8830.36027
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Fishing and Aquaculture,164320
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Food,3855620
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,"Food, beverage and tobacco",4271986
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Forestry,503540
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Leather,187185.1056
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Liquid biofuels,21494.50743
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Paper,575261.125
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Rubber and bio-based plastics,48958.38587
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Tobacco,36366
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Total sectors,192607300
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wood products,890308.4567
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wood products and furniture,1418798.827
2016,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wooden furniture,528490.3707
2016,European Union (28 countries),EU28,Number of persons employed,Agriculture,9666800
2016,European Union (28 countries),EU28,Number of persons employed,Beverage,480000
2016,European Union (28 countries),EU28,Number of persons employed,Bio-based chemicals (excluding biofuels),94216.72936
2016,European Union (28 countries),EU28,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",425298.7925
2016,European Union (28 countries),EU28,Number of persons employed,Bio-based electricity,24806.94409
2016,European Union (28 countries),EU28,Number of persons employed,Bio-based pharmaceuticals,275550.2355
2016,European Union (28 countries),EU28,Number of persons employed,Bio-based textile,204250.5778
2016,European Union (28 countries),EU28,Number of persons employed,Bio-based textiles,727048.375
2016,European Union (28 countries),EU28,Number of persons employed,Bio-based wearing apparel,329032.0763
2016,European Union (28 countries),EU28,Number of persons employed,Biodiesel,18652.82269
2016,European Union (28 countries),EU28,Number of persons employed,Bioeconomy,18534979.66
2016,European Union (28 countries),EU28,Number of persons employed,Bioethanol,6411.311482
2016,European Union (28 countries),EU28,Number of persons employed,Fishing and Aquaculture,182050
2016,European Union (28 countries),EU28,Number of persons employed,Food,4251364
2016,European Union (28 countries),EU28,Number of persons employed,"Food, beverage and tobacco",4768116
2016,European Union (28 countries),EU28,Number of persons employed,Forestry,533340
2016,European Union (28 countries),EU28,Number of persons employed,Leather,193765.7208
2016,European Union (28 countries),EU28,Number of persons employed,Liquid biofuels,25064.13417
2016,European Union (28 countries),EU28,Number of persons employed,Paper,642932.5
2016,European Union (28 countries),EU28,Number of persons employed,Rubber and bio-based plastics,55531.82766
2016,European Union (28 countries),EU28,Number of persons employed,Tobacco,36752
2016,European Union (28 countries),EU28,Number of persons employed,Total sectors,224255100
2016,European Union (28 countries),EU28,Number of persons employed,Wood products,970071.7513
2016,European Union (28 countries),EU28,Number of persons employed,Wood products and furniture,1539522.915
2016,European Union (28 countries),EU28,Number of persons employed,Wooden furniture,569451.1634
2016,Finland,FI,Number of persons employed,Agriculture,72000
2016,Finland,FI,Number of persons employed,Beverage,3259
2016,Finland,FI,Number of persons employed,Bio-based chemicals (excluding biofuels),1574.75762
2016,Finland,FI,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",4419.113338
2016,Finland,FI,Number of persons employed,Bio-based electricity,1101.613327
2016,Finland,FI,Number of persons employed,Bio-based pharmaceuticals,2126.496351
2016,Finland,FI,Number of persons employed,Bio-based textile,836.106006
2016,Finland,FI,Number of persons employed,Bio-based textiles,2496.068699
2016,Finland,FI,Number of persons employed,Bio-based wearing apparel,1049.304269
2016,Finland,FI,Number of persons employed,Biodiesel,950.7694405
2016,Finland,FI,Number of persons employed,Bioeconomy,187367.7971
2016,Finland,FI,Number of persons employed,Bioethanol,40.17955936
2016,Finland,FI,Number of persons employed,Fishing and Aquaculture,1700
2016,Finland,FI,Number of persons employed,Food,35605
2016,Finland,FI,Number of persons employed,"Food, beverage and tobacco",38864
2016,Finland,FI,Number of persons employed,Forestry,20200
2016,Finland,FI,Number of persons employed,Leather,610.6584233
2016,Finland,FI,Number of persons employed,Liquid biofuels,990.9489998
2016,Finland,FI,Number of persons employed,Paper,21814
2016,Finland,FI,Number of persons employed,Rubber and bio-based plastics,717.8593672
2016,Finland,FI,Number of persons employed,Total sectors,2448100
2016,Finland,FI,Number of persons employed,Wood products,20821.96304
2016,Finland,FI,Number of persons employed,Wood products and furniture,23782.05269
2016,Finland,FI,Number of persons employed,Wooden furniture,2960.08965
2016,France,FR,Number of persons employed,Agriculture,708000
2016,France,FR,Number of persons employed,Beverage,47338
2016,France,FR,Number of persons employed,Bio-based chemicals (excluding biofuels),12475.88937
2016,France,FR,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",66737.33772
2016,France,FR,Number of persons employed,Bio-based pharmaceuticals,46631.24659
2016,France,FR,Number of persons employed,Bio-based textile,14054.59902
2016,France,FR,Number of persons employed,Bio-based textiles,41373.6379
2016,France,FR,Number of persons employed,Bio-based wearing apparel,15023.69906
2016,France,FR,Number of persons employed,Bioeconomy,1636409.304
2016,France,FR,Number of persons employed,Bioethanol,2540.145256
2016,France,FR,Number of persons employed,Fishing and Aquaculture,19000
2016,France,FR,Number of persons employed,Food,576093
2016,France,FR,Number of persons employed,"Food, beverage and tobacco",625269
2016,France,FR,Number of persons employed,Forestry,29000
2016,France,FR,Number of persons employed,Leather,12295.33982
2016,France,FR,Number of persons employed,Liquid biofuels,2540.145256
2016,France,FR,Number of persons employed,Paper,64138.5
2016,France,FR,Number of persons employed,Rubber and bio-based plastics,7630.201755
2016,France,FR,Number of persons employed,Tobacco,1838
2016,France,FR,Number of persons employed,Total sectors,26596700
2016,France,FR,Number of persons employed,Wood products,59194.64706
2016,France,FR,Number of persons employed,Wood products and furniture,80350.68363
2016,France,FR,Number of persons employed,Wooden furniture,21156.03657
2016,Germany,DE,Number of persons employed,Agriculture,577000
2016,Germany,DE,Number of persons employed,Beverage,70107
2016,Germany,DE,Number of persons employed,Bio-based chemicals (excluding biofuels),27794.7354
2016,Germany,DE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",99767.59604
2016,Germany,DE,Number of persons employed,Bio-based pharmaceuticals,59926.82981
2016,Germany,DE,Number of persons employed,Bio-based textile,19350.19945
2016,Germany,DE,Number of persons employed,Bio-based textiles,40918.54378
2016,Germany,DE,Number of persons employed,Bio-based wearing apparel,12992.22452
2016,Germany,DE,Number of persons employed,Biodiesel,3048.969544
2016,Germany,DE,Number of persons employed,Bioeconomy,2021253.134
2016,Germany,DE,Number of persons employed,Bioethanol,913.6280315
2016,Germany,DE,Number of persons employed,Fishing and Aquaculture,5000
2016,Germany,DE,Number of persons employed,Food,823085
2016,Germany,DE,Number of persons employed,"Food, beverage and tobacco",903188
2016,Germany,DE,Number of persons employed,Forestry,41000
2016,Germany,DE,Number of persons employed,Leather,8576.11981
2016,Germany,DE,Number of persons employed,Liquid biofuels,3962.597575
2016,Germany,DE,Number of persons employed,Paper,143236.375
2016,Germany,DE,Number of persons employed,Rubber and bio-based plastics,12046.03083
2016,Germany,DE,Number of persons employed,Tobacco,9996
2016,Germany,DE,Number of persons employed,Total sectors,41267300
2016,Germany,DE,Number of persons employed,Wood products,131800.1646
2016,Germany,DE,Number of persons employed,Wood products and furniture,207180.0214
2016,Germany,DE,Number of persons employed,Wooden furniture,75379.85679
2016,Greece,EL,Number of persons employed,Agriculture,436200
2016,Greece,EL,Number of persons employed,Beverage,8797
2016,Greece,EL,Number of persons employed,Bio-based chemicals (excluding biofuels),760.1795069
2016,Greece,EL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",5740.789074
2016,Greece,EL,Number of persons employed,Bio-based electricity,102.0240792
2016,Greece,EL,Number of persons employed,Bio-based pharmaceuticals,4901.161492
2016,Greece,EL,Number of persons employed,Bio-based textile,2697.448024
2016,Greece,EL,Number of persons employed,Bio-based textiles,10104.46889
2016,Greece,EL,Number of persons employed,Bio-based wearing apparel,5895.645865
2016,Greece,EL,Number of persons employed,Biodiesel,353.5265143
2016,Greece,EL,Number of persons employed,Bioeconomy,614197.9369
2016,Greece,EL,Number of persons employed,Bioethanol,208.0059352
2016,Greece,EL,Number of persons employed,Fishing and Aquaculture,21360
2016,Greece,EL,Number of persons employed,Food,105979
2016,Greece,EL,Number of persons employed,"Food, beverage and tobacco",116621
2016,Greece,EL,Number of persons employed,Forestry,4260
2016,Greece,EL,Number of persons employed,Leather,1511.375
2016,Greece,EL,Number of persons employed,Liquid biofuels,561.5324494
2016,Greece,EL,Number of persons employed,Paper,7132.25
2016,Greece,EL,Number of persons employed,Rubber and bio-based plastics,79.44807442
2016,Greece,EL,Number of persons employed,Tobacco,1845
2016,Greece,EL,Number of persons employed,Total sectors,3673600
2016,Greece,EL,Number of persons employed,Wood products,6692.689322
2016,Greece,EL,Number of persons employed,Wood products and furniture,12115.87236
2016,Greece,EL,Number of persons employed,Wooden furniture,5423.183041
2016,Hungary,HU,Number of persons employed,Agriculture,167280
2016,Hungary,HU,Number of persons employed,Beverage,12963
2016,Hungary,HU,Number of persons employed,Bio-based chemicals (excluding biofuels),676.1054685
2016,Hungary,HU,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",11717.65661
2016,Hungary,HU,Number of persons employed,Bio-based electricity,437.6733451
2016,Hungary,HU,Number of persons employed,Bio-based pharmaceuticals,9120.378973
2016,Hungary,HU,Number of persons employed,Bio-based textile,4401.666507
2016,Hungary,HU,Number of persons employed,Bio-based textiles,16976.9846
2016,Hungary,HU,Number of persons employed,Bio-based wearing apparel,7866.455815
2016,Hungary,HU,Number of persons employed,Biodiesel,349.7168591
2016,Hungary,HU,Number of persons employed,Bioeconomy,368601.1759
2016,Hungary,HU,Number of persons employed,Bioethanol,203.0240891
2016,Hungary,HU,Number of persons employed,Fishing and Aquaculture,1250
2016,Hungary,HU,Number of persons employed,Food,92306
2016,Hungary,HU,Number of persons employed,"Food, beverage and tobacco",106577
2016,Hungary,HU,Number of persons employed,Forestry,20330
2016,Hungary,HU,Number of persons employed,Leather,4708.862277
2016,Hungary,HU,Number of persons employed,Liquid biofuels,552.7409482
2016,Hungary,HU,Number of persons employed,Paper,14597.25
2016,Hungary,HU,Number of persons employed,Rubber and bio-based plastics,1921.172173
2016,Hungary,HU,Number of persons employed,Tobacco,1308
2016,Hungary,HU,Number of persons employed,Total sectors,4351600
2016,Hungary,HU,Number of persons employed,Wood products,18362.73439
2016,Hungary,HU,Number of persons employed,Wood products and furniture,28881.87043
2016,Hungary,HU,Number of persons employed,Wooden furniture,10519.13604
2016,Ireland,IE,Number of persons employed,Agriculture,108060
2016,Ireland,IE,Number of persons employed,Beverage,3965
2016,Ireland,IE,Number of persons employed,Bio-based chemicals (excluding biofuels),244.9932502
2016,Ireland,IE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",5705.867624
2016,Ireland,IE,Number of persons employed,Bio-based pharmaceuticals,5363.928964
2016,Ireland,IE,Number of persons employed,Bio-based textile,448.6323719
2016,Ireland,IE,Number of persons employed,Bio-based textiles,887.7750556
2016,Ireland,IE,Number of persons employed,Bio-based wearing apparel,403.5176837
2016,Ireland,IE,Number of persons employed,Biodiesel,0
2016,Ireland,IE,Number of persons employed,Bioeconomy,180500.5948
2016,Ireland,IE,Number of persons employed,Bioethanol,0
2016,Ireland,IE,Number of persons employed,Fishing and Aquaculture,2710
2016,Ireland,IE,Number of persons employed,Food,47464
2016,Ireland,IE,Number of persons employed,"Food, beverage and tobacco",51429
2016,Ireland,IE,Number of persons employed,Forestry,2780
2016,Ireland,IE,Number of persons employed,Leather,35.625
2016,Ireland,IE,Number of persons employed,Liquid biofuels,0
2016,Ireland,IE,Number of persons employed,Paper,2811.75
2016,Ireland,IE,Number of persons employed,Rubber and bio-based plastics,96.94541074
2016,Ireland,IE,Number of persons employed,Total sectors,2132200
2016,Ireland,IE,Number of persons employed,Wood products,4430
2016,Ireland,IE,Number of persons employed,Wood products and furniture,6116.202162
2016,Ireland,IE,Number of persons employed,Wooden furniture,1686.202162
2016,Italy,IT,Number of persons employed,Agriculture,870500
2016,Italy,IT,Number of persons employed,Beverage,40108
2016,Italy,IT,Number of persons employed,Bio-based chemicals (excluding biofuels),8099.903565
2016,Italy,IT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",45068.36869
2016,Italy,IT,Number of persons employed,Bio-based electricity,2012.805004
2016,Italy,IT,Number of persons employed,Bio-based pharmaceuticals,32040.26268
2016,Italy,IT,Number of persons employed,Bio-based textile,47624.19707
2016,Italy,IT,Number of persons employed,Bio-based textiles,191639.7512
2016,Italy,IT,Number of persons employed,Bio-based wearing apparel,76808.76644
2016,Italy,IT,Number of persons employed,Biodiesel,461.6966653
2016,Italy,IT,Number of persons employed,Bioeconomy,1875401.29
2016,Italy,IT,Number of persons employed,Bioethanol,205.6593463
2016,Italy,IT,Number of persons employed,Fishing and Aquaculture,28400
2016,Italy,IT,Number of persons employed,Food,401963
2016,Italy,IT,Number of persons employed,"Food, beverage and tobacco",443263
2016,Italy,IT,Number of persons employed,Forestry,38500
2016,Italy,IT,Number of persons employed,Leather,67206.78766
2016,Italy,IT,Number of persons employed,Liquid biofuels,667.3560116
2016,Italy,IT,Number of persons employed,Paper,68926.375
2016,Italy,IT,Number of persons employed,Rubber and bio-based plastics,4928.202449
2016,Italy,IT,Number of persons employed,Tobacco,1192
2016,Italy,IT,Number of persons employed,Total sectors,22757800
2016,Italy,IT,Number of persons employed,Wood products,102149.3496
2016,Italy,IT,Number of persons employed,Wood products and furniture,186423.6338
2016,Italy,IT,Number of persons employed,Wooden furniture,84274.28417
2016,Latvia,LV,Number of persons employed,Agriculture,47950
2016,Latvia,LV,Number of persons employed,Beverage,2462
2016,Latvia,LV,Number of persons employed,Bio-based chemicals (excluding biofuels),1173.275305
2016,Latvia,LV,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",2219.862372
2016,Latvia,LV,Number of persons employed,Bio-based electricity,323.7182622
2016,Latvia,LV,Number of persons employed,Bio-based pharmaceuticals,1011
2016,Latvia,LV,Number of persons employed,Bio-based textile,1029.053231
2016,Latvia,LV,Number of persons employed,Bio-based textiles,3922.097335
2016,Latvia,LV,Number of persons employed,Bio-based wearing apparel,2741.791657
2016,Latvia,LV,Number of persons employed,Bioeconomy,129370.3559
2016,Latvia,LV,Number of persons employed,Bioethanol,0
2016,Latvia,LV,Number of persons employed,Fishing and Aquaculture,1640
2016,Latvia,LV,Number of persons employed,Food,21447
2016,Latvia,LV,Number of persons employed,"Food, beverage and tobacco",23928
2016,Latvia,LV,Number of persons employed,Forestry,17850
2016,Latvia,LV,Number of persons employed,Leather,151.2524472
2016,Latvia,LV,Number of persons employed,Liquid biofuels,0
2016,Latvia,LV,Number of persons employed,Paper,1320.125
2016,Latvia,LV,Number of persons employed,Rubber and bio-based plastics,35.5870669
2016,Latvia,LV,Number of persons employed,Tobacco,19
2016,Latvia,LV,Number of persons employed,Total sectors,893300
2016,Latvia,LV,Number of persons employed,Wood products,25020.85188
2016,Latvia,LV,Number of persons employed,Wood products and furniture,30216.55296
2016,Latvia,LV,Number of persons employed,Wooden furniture,5195.701079
2016,Lithuania,LT,Number of persons employed,Agriculture,93920
2016,Lithuania,LT,Number of persons employed,Beverage,3364
2016,Lithuania,LT,Number of persons employed,Bio-based chemicals (excluding biofuels),649.7352949
2016,Lithuania,LT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1044.532421
2016,Lithuania,LT,Number of persons employed,Bio-based electricity,347.0091065
2016,Lithuania,LT,Number of persons employed,Bio-based pharmaceuticals,330.9393156
2016,Lithuania,LT,Number of persons employed,Bio-based textile,4370.834562
2016,Lithuania,LT,Number of persons employed,Bio-based textiles,10605.45987
2016,Lithuania,LT,Number of persons employed,Bio-based wearing apparel,5716.973238
2016,Lithuania,LT,Number of persons employed,Biodiesel,61.36850308
2016,Lithuania,LT,Number of persons employed,Bioeconomy,212214.4135
2016,Lithuania,LT,Number of persons employed,Bioethanol,145.8367524
2016,Lithuania,LT,Number of persons employed,Fishing and Aquaculture,1810
2016,Lithuania,LT,Number of persons employed,Food,39415
2016,Lithuania,LT,Number of persons employed,"Food, beverage and tobacco",42779
2016,Lithuania,LT,Number of persons employed,Forestry,12690
2016,Lithuania,LT,Number of persons employed,Leather,517.6520746
2016,Lithuania,LT,Number of persons employed,Liquid biofuels,207.2052555
2016,Lithuania,LT,Number of persons employed,Paper,4566.125
2016,Lithuania,LT,Number of persons employed,Rubber and bio-based plastics,63.85781078
2016,Lithuania,LT,Number of persons employed,Total sectors,1361400
2016,Lithuania,LT,Number of persons employed,Wood products,22681.22927
2016,Lithuania,LT,Number of persons employed,Wood products and furniture,44245.08183
2016,Lithuania,LT,Number of persons employed,Wooden furniture,21563.85256
2016,Luxembourg,LU,Number of persons employed,Agriculture,3340
2016,Luxembourg,LU,Number of persons employed,Beverage,494
2016,Luxembourg,LU,Number of persons employed,Bio-based chemicals (excluding biofuels),19.85364499
2016,Luxembourg,LU,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",21.699895
2016,Luxembourg,LU,Number of persons employed,Bio-based electricity,14.97294435
2016,Luxembourg,LU,Number of persons employed,Bio-based textile,16.17628351
2016,Luxembourg,LU,Number of persons employed,Bio-based textiles,16.17628351
2016,Luxembourg,LU,Number of persons employed,Bioeconomy,9650.066996
2016,Luxembourg,LU,Number of persons employed,Food,5304
2016,Luxembourg,LU,Number of persons employed,"Food, beverage and tobacco",5798
2016,Luxembourg,LU,Number of persons employed,Forestry,330
2016,Luxembourg,LU,Number of persons employed,Rubber and bio-based plastics,1.846250008
2016,Luxembourg,LU,Number of persons employed,Total sectors,260500
2016,Luxembourg,LU,Number of persons employed,Wood products,110
2016,Luxembourg,LU,Number of persons employed,Wood products and furniture,129.2178727
2016,Luxembourg,LU,Number of persons employed,Wooden furniture,19.21787268
2016,Malta,MT,Number of persons employed,Agriculture,2410
2016,Malta,MT,Number of persons employed,Beverage,934
2016,Malta,MT,Number of persons employed,Bio-based chemicals (excluding biofuels),11.24919644
2016,Malta,MT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",503.5205772
2016,Malta,MT,Number of persons employed,Bio-based pharmaceuticals,490.0313807
2016,Malta,MT,Number of persons employed,Bio-based textile,95.65949112
2016,Malta,MT,Number of persons employed,Bio-based textiles,203.6488067
2016,Malta,MT,Number of persons employed,Bio-based wearing apparel,107.9893155
2016,Malta,MT,Number of persons employed,Bioeconomy,8907.035056
2016,Malta,MT,Number of persons employed,Fishing and Aquaculture,690
2016,Malta,MT,Number of persons employed,Food,3029
2016,Malta,MT,Number of persons employed,"Food, beverage and tobacco",3963
2016,Malta,MT,Number of persons employed,Paper,26.875
2016,Malta,MT,Number of persons employed,Rubber and bio-based plastics,2.24000001
2016,Malta,MT,Number of persons employed,Total sectors,208100
2016,Malta,MT,Number of persons employed,Wood products,187
2016,Malta,MT,Number of persons employed,Wood products and furniture,1109.990672
2016,Malta,MT,Number of persons employed,Wooden furniture,922.9906722
2016,Netherlands,NL,Number of persons employed,Agriculture,191000
2016,Netherlands,NL,Number of persons employed,Beverage,6949
2016,Netherlands,NL,Number of persons employed,Bio-based chemicals (excluding biofuels),1953.884573
2016,Netherlands,NL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",7673.827455
2016,Netherlands,NL,Number of persons employed,Bio-based electricity,162.299847
2016,Netherlands,NL,Number of persons employed,Bio-based pharmaceuticals,5626.783031
2016,Netherlands,NL,Number of persons employed,Bio-based textile,3047.803684
2016,Netherlands,NL,Number of persons employed,Bio-based textiles,4779.150668
2016,Netherlands,NL,Number of persons employed,Bio-based wearing apparel,958.2219838
2016,Netherlands,NL,Number of persons employed,Bioeconomy,382613.5948
2016,Netherlands,NL,Number of persons employed,Bioethanol,330.4716033
2016,Netherlands,NL,Number of persons employed,Fishing and Aquaculture,3000
2016,Netherlands,NL,Number of persons employed,Food,123476
2016,Netherlands,NL,Number of persons employed,"Food, beverage and tobacco",131728
2016,Netherlands,NL,Number of persons employed,Forestry,2000
2016,Netherlands,NL,Number of persons employed,Leather,773.125
2016,Netherlands,NL,Number of persons employed,Liquid biofuels,330.4716033
2016,Netherlands,NL,Number of persons employed,Paper,17158
2016,Netherlands,NL,Number of persons employed,Rubber and bio-based plastics,93.15985103
2016,Netherlands,NL,Number of persons employed,Tobacco,1303
2016,Netherlands,NL,Number of persons employed,Total sectors,8427100
2016,Netherlands,NL,Number of persons employed,Wood products,13565.91122
2016,Netherlands,NL,Number of persons employed,Wood products and furniture,24781.84522
2016,Netherlands,NL,Number of persons employed,Wooden furniture,11215.934
2016,Poland,PL,Number of persons employed,Agriculture,1615000
2016,Poland,PL,Number of persons employed,Beverage,23488
2016,Poland,PL,Number of persons employed,Bio-based chemicals (excluding biofuels),4455.055872
2016,Poland,PL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",22009.04536
2016,Poland,PL,Number of persons employed,Bio-based electricity,1626.929471
2016,Poland,PL,Number of persons employed,Bio-based pharmaceuticals,11909.83647
2016,Poland,PL,Number of persons employed,Bio-based textile,17601.96815
2016,Poland,PL,Number of persons employed,Bio-based textiles,60125.73566
2016,Poland,PL,Number of persons employed,Bio-based wearing apparel,31687.0131
2016,Poland,PL,Number of persons employed,Biodiesel,4161.328843
2016,Poland,PL,Number of persons employed,Bioeconomy,2524438.845
2016,Poland,PL,Number of persons employed,Bioethanol,746.830899
2016,Poland,PL,Number of persons employed,Fishing and Aquaculture,9300
2016,Poland,PL,Number of persons employed,Food,399579
2016,Poland,PL,Number of persons employed,"Food, beverage and tobacco",428852
2016,Poland,PL,Number of persons employed,Forestry,76700
2016,Poland,PL,Number of persons employed,Leather,10836.75441
2016,Poland,PL,Number of persons employed,Liquid biofuels,4908.159742
2016,Poland,PL,Number of persons employed,Paper,57515.375
2016,Poland,PL,Number of persons employed,Rubber and bio-based plastics,5644.153017
2016,Poland,PL,Number of persons employed,Tobacco,5785
2016,Poland,PL,Number of persons employed,Total sectors,16196900
2016,Poland,PL,Number of persons employed,Wood products,127757.068
2016,Poland,PL,Number of persons employed,Wood products and furniture,248401.6001
2016,Poland,PL,Number of persons employed,Wooden furniture,120644.5321
2016,Portugal,PT,Number of persons employed,Agriculture,409640
2016,Portugal,PT,Number of persons employed,Beverage,15235
2016,Portugal,PT,Number of persons employed,Bio-based chemicals (excluding biofuels),814.0577396
2016,Portugal,PT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",5620.523625
2016,Portugal,PT,Number of persons employed,Bio-based electricity,367.4163466
2016,Portugal,PT,Number of persons employed,Bio-based pharmaceuticals,3739.650413
2016,Portugal,PT,Number of persons employed,Bio-based textile,19605.51415
2016,Portugal,PT,Number of persons employed,Bio-based textiles,69095.11632
2016,Portugal,PT,Number of persons employed,Bio-based wearing apparel,28407.53758
2016,Portugal,PT,Number of persons employed,Biodiesel,686.5146549
2016,Portugal,PT,Number of persons employed,Bioeconomy,683843.551
2016,Portugal,PT,Number of persons employed,Bioethanol,1.956777836
2016,Portugal,PT,Number of persons employed,Fishing and Aquaculture,14430
2016,Portugal,PT,Number of persons employed,Food,94483
2016,Portugal,PT,Number of persons employed,"Food, beverage and tobacco",110385
2016,Portugal,PT,Number of persons employed,Forestry,14190
2016,Portugal,PT,Number of persons employed,Leather,21082.06459
2016,Portugal,PT,Number of persons employed,Liquid biofuels,688.4714327
2016,Portugal,PT,Number of persons employed,Paper,10336
2016,Portugal,PT,Number of persons employed,Rubber and bio-based plastics,1066.815473
2016,Portugal,PT,Number of persons employed,Tobacco,667
2016,Portugal,PT,Number of persons employed,Total sectors,4605200
2016,Portugal,PT,Number of persons employed,Wood products,28826.95394
2016,Portugal,PT,Number of persons employed,Wood products and furniture,49091.02324
2016,Portugal,PT,Number of persons employed,Wooden furniture,20264.0693
2016,Romania,RO,Number of persons employed,Agriculture,1960300
2016,Romania,RO,Number of persons employed,Beverage,19950
2016,Romania,RO,Number of persons employed,Bio-based chemicals (excluding biofuels),722.2445919
2016,Romania,RO,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",9257.36169
2016,Romania,RO,Number of persons employed,Bio-based electricity,264.6569892
2016,Romania,RO,Number of persons employed,Bio-based pharmaceuticals,5738.356876
2016,Romania,RO,Number of persons employed,Bio-based textile,13115.01286
2016,Romania,RO,Number of persons employed,Bio-based textiles,87307.11971
2016,Romania,RO,Number of persons employed,Bio-based wearing apparel,53018.80935
2016,Romania,RO,Number of persons employed,Biodiesel,980.7660791
2016,Romania,RO,Number of persons employed,Bioeconomy,2411820.321
2016,Romania,RO,Number of persons employed,Bioethanol,324.7470919
